reviewId,asin,book,source,date,rating,verified,helpfulVotes,author,title,text,format,vine,flag
R2NZOKFE0R5MWQ,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-03-12,3,True,0,Joy,Need more recipes,Too complicated I just wanted to book with recipes I’m not trying to get my MD,Format: Paperback,False,
R3ED90B6ECZEAC,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-27,5,True,0,TK,Very helpful!,Very helpful!,Format: Paperback,False,
R1F13DZWX3QYY4,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-27,3,True,0,Happy Camper,Not useful for the later stages of kidney disease,"This Stopping Kidney Disease Food Guide is way too high in sodium, phosphorus, and potassium. To me that defeats the purpose and my husband can't use these recipes. These recipes might work for those in the early stages of kidney disease, but not for those in the later stages of kidney disease such as my husband.",Format: Paperback,False,
R3TP1RM72Y51AF,0578493624,Stopping Kidney Disease Food Guide,axesso,2026-01-26,5,True,0,Rhonda,Good quality recipes for CKD,Some good recipes and info. Nice to have a paper copy to refer to without having to research online.,Format: Paperback,False,
RBX6751FD7ZLZ,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-14,3,True,4,Charlotte K Thompson,Use with discretion before making a commitment.,"If you are thinking of trying this diet, be careful, really check with your doctor. There might be some restrictions for you, there was for me. I am a diabetic and this food regime is too high in carbs, etc. Please check first about your own need and restrictions. Otherwise, as far as the book itself, it is beautifully written and arranged and for the right person could be a good guide to better health and better kidney function. Just be wise, use your common sense, and check with a doctor or dietician",Format: Spiral-bound,False,
R19GVHAKSJ9EK7,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-09,5,True,0,reikirev,Good informative book!,Good informative book.,Format: Paperback,False,
RVJEAY9DU62WC,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-05,5,True,0,BC,Great Recipes,I love this book. The recipes are great for kidneys and diabetes. I would not be without it.,Format: Paperback,False,
R16ISIRVLMR84G,0578493624,Stopping Kidney Disease Food Guide,junglee,2026-01-02,5,True,9,Lisa C,This cookbook has changed my life,"This is an excellent cookbook for CKD patients on low protein diets. It is meant that you read the book Stopping Kidney Disease first, but there is enough basic information in this cookbook to get you started. I bought this one and read it first, and then I got and read the other book and read it while I was already making diet changes. I have not been able to try the keto acid supplements yet due to cost (this diet is meant to be done along with keto acids), so I just add a little plant based protein to my meals instead (like soy or beans). My bloodwork numbers really balanced out after being on this diet. My blood albumin went from low into mid-normal range. My BUN went to normal. Many other numbers normalized. My creatinine stayed the same as well as my eGFR (I wonder if following the diet more strictly and using keto acids would improve that). Regardless, my energy is way up, and I feel a lot better. The recipes are good, and you can sign up for emails for more recipes. You can tweak the recipes for more variety, too. Highly recommend if you are a kidney patient. Please note: If your kidney function is low, it can take some time to feel better on this diet. It took a couple months before I noticed a significant change in my energy levels. But over the last year I have only felt better and better. It is worth it. Make sure you are getting regular bloodwork so you can see what it is doing for your body.",Format: Paperback,False,
R3E27SHX94EGFM,0578493624,Stopping Kidney Disease Food Guide,junglee,2025-12-10,5,True,0,karen,Good cookbook,Good cookbook,Format: Paperback,False,
R2PR358MJJ06RU,0578493624,Stopping Kidney Disease Food Guide,junglee,2025-12-09,2,True,1,,Disappointed with Recipes,Two stars for the recipes. Too many ingredients. Ingredients are little known. Only a handful of recipes. Most readers do not eat foreign foods. Disappointed. Not for the average person. Will return.,Format: Paperback,False,
